route_date,route_name,route_link,bus_name,bus_type,departing_time,duration,reaching_time,departure_place,destination_place,star_rating,number_of_customer_reviews,price,deal_price,seats_available,window_seats
19-Sep-2024,Agra to Chandigarh,https://www.redbus.in/bus-tickets/agra-to-chandigarh,Chandigarh Transport Undertaking (CTU) - 165907,HVAC Seater (2+3),17:00,11h 00m,04:00,AGRA Bus Teminal,Sector 17,3.4,47.0,740.6,0.0,47.0,16.0
19-Sep-2024,Agra to Chandigarh,https://www.redbus.in/bus-tickets/agra-to-chandigarh,Gajraj bus service,A/C Seater / Sleeper (2+1),02:00,07h 45m,09:45,Agra toll piaza 110 no,Sec 43,3.9,,1300.0,1235.0,38.0,10.0
19-Sep-2024,Agra to Chandigarh,https://www.redbus.in/bus-tickets/agra-to-chandigarh,Ankush travels,A/C Seater / Sleeper (2+2),01:50,09h 40m,11:30,By pass,"Isbt 43, chandigarh",,,1299.0,1137.0,50.0,2.0
19-Sep-2024,Agra to Chandigarh,https://www.redbus.in/bus-tickets/agra-to-chandigarh,Vijay Tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:30,09h 10m,07:40,Shilpa shrinath tourist aganc...,Sec 43,3.6,6.0,999.0,0.0,38.0,10.0
19-Sep-2024,Agra to Motih ari,https://www.redbus.in/bus-tickets/agra-to-motihari,Bihar state road transport corporation (BSRTC) - 152185,Volvo AC Seater 2+2,18:00,14h 30m,08:30,Agra Bypass Rd,Govt. Bus Stand,2.8,28.0,1170.0,0.0,46.0,22.0
19-Sep-2024,Agra to Motih ari,https://www.redbus.in/bus-tickets/agra-to-motihari,Bihar state road transport corporation (BSRTC) - 117806,Volvo AC Seater 2+2,20:45,13h 15m,10:00,Agra Bypass Rd,Govt. Bus Stand,3.2,8.0,1100.0,0.0,48.0,24.0
19-Sep-2024,Agra to Motih ari,https://www.redbus.in/bus-tickets/agra-to-motihari,Panwar Travels,A/C Sleeper (2+1),21:45,19h 45m,17:30,Ghoda Chowk Partapur Circle A...,"Pipra Kothi Chowk , Mohhamadp...",2.8,,2500.0,0.0,36.0,10.0
19-Sep-2024,Agra to Motih ari,https://www.redbus.in/bus-tickets/agra-to-motihari,Shree Balajee Travels And Cargo,NON A/C Seater/ Sleeper (2+1),21:30,0-6h 00m,15:30,Agara,Piprakhoti,1.2,,1500.0,1350.0,40.0,12.0
19-Sep-2024,Agra to Motih ari,https://www.redbus.in/bus-tickets/agra-to-motihari,Shree Balajee Travels And Cargo,A/C Seater / Sleeper (2+1),18:00,15h 00m,09:00,Agara,PIPRA KHOTI FLY OVER,1.2,,1499.0,1349.0,47.0,11.0
20-Sep-2024,Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,UPSRTC - ALI0025,Ordinary Non AC Seater 2+3,08:00,09h 15m,17:15,MASOODABAD ALIGARH BUS STAND,JAIPUR BUS STAND,3.3,,361.0,0.0,52.0,18.0
20-Sep-2024,Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,UPSRTC - BSR0033,Ordinary Non AC Seater 2+3,08:45,08h 15m,17:00,ALIGARH SATELITE BUS STAND,JAIPUR BUS STAND,3.3,,361.0,0.0,52.0,20.0
20-Sep-2024,Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,UPSRTC - BDV0128,Ordinary Non AC Seater 2+3,11:39,09h 16m,20:55,MASOODABAD ALIGARH,JAIPUR BUS STAND,3.3,,361.0,0.0,52.0,20.0
20-Sep-2024,Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,UPSRTC - BDV0146,Ordinary Non AC Seater 2+3,17:29,08h 51m,02:20,MASOODABAD ALIGARH,JAIPUR BUS STAND,3.3,,361.0,0.0,52.0,20.0
20-Sep-2024,Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,UPSRTC - BDV0042,Ordinary Non AC Seater 2+3,17:30,07h 31m,01:01,MASOODABAD ALIGARH,JAIPUR BUS STAND,3.3,,361.0,0.0,52.0,20.0
20-Sep-2024,Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,UPSRTC - ALI0024,Ordinary Non AC Seater 2+3,21:00,08h 00m,05:00,MASOODABAD ALIGARH BUS STAND,JAIPUR BUS STAND,3.5,19.0,361.0,0.0,52.0,18.0
20-Sep-2024,Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,RSRTC - 183716,Express Non AC Seater 2+3,05:45,08h 15m,14:00,ALIGARH ROADWAYS BUS STAND,JAIPUR RSRTC BUS STAND,3.3,11.0,369.0,0.0,46.0,3.0
20-Sep-2024,Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,RSRTC - 192489,Super Luxury Volvo AC Seater Pushback 2+2,11:00,07h 00m,18:00,ALIGARH ROADWAYS BUS STAND,JAIPUR RSRTC BUS STAND,3.6,37.0,570.0,0.0,37.0,18.0
20-Sep-2024,Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,RSRTC - 193803,NON AC Seater / Sleeper 2+1,12:31,06h 59m,19:30,ALIGARH ROADWAYS BUS STAND,JAIPUR RSRTC BUS STAND,5.0,4.0,463.0,0.0,37.0,12.0
20-Sep-2024,Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,RSRTC - 194122,Semi Deluxe Non AC Seater 2+2,21:31,06h 29m,04:00,ALIGARH ROADWAYS BUS STAND,JAIPUR RSRTC BUS STAND,3.5,,411.0,0.0,35.0,
20-Sep-2024,Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,RSRTC - 193595,NON AC Seater / Sleeper 2+1,22:01,06h 14m,04:15,ALIGARH ROADWAYS BUS STAND,JAIPUR RSRTC BUS STAND,2.2,23.0,463.0,0.0,35.0,10.0
20-Sep-2024,Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,Rinku Travels,A/C Seater / Sleeper (2+1),21:15,08h 45m,06:00,"Rinku travels, near new bus s...",Narayan Singh Circle,4.1,73.0,400.0,0.0,43.0,11.0
20-Sep-2024,Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,Rinku Travels,A/C Seater / Sleeper (2+1),21:30,07h 50m,05:20,"Rinku travels,sasni gate,near...",Narayan Singh Circle,3.5,37.0,400.0,0.0,48.0,12.0
20-Sep-2024,Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:55,07h 05m,07:00,Shop no 6 Hotel Central Compa...,Station Road,2.5,73.0,599.0,0.0,42.0,12.0
20-Sep-2024,Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,SHAGUN CARGO & TRAVELS,A/C Sleeper (2+1),01:10,05h 20m,06:30,NEW BUS STAND ALIGARH,Hotel Archana,1.2,5.0,700.0,0.0,25.0,9.0
20-Sep-2024,Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,SHAGUN CARGO & TRAVELS,A/C Sleeper (2+1),23:55,07h 05m,07:00,Dube ka PadavÃÂ companyÃÂ bag,Hotel Archana,1.2,,900.0,0.0,34.0,
20-Sep-2024,Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,SHAGUN CARGO & TRAVELS,NON A/C Seater/ Sleeper (2+1),23:55,05h 50m,05:45,Dube ka PadavÃÂ companyÃÂ bag,Hotel Archana,1.2,,600.0,0.0,32.0,10.0
20-Sep-2024,Aligarh (uttar pradesh) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/aligarh-uttar-pradesh-to-jaipur,Shree Baba Travels,A/C Seater / Sleeper (2+1),00:30,05h 30m,06:00,OLD BUS STAND Aligarh,Transport Nagar Bus Stop,1.0,,600.0,0.0,40.0,
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 2214,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",03:30,05h 45m,09:15,AMALAPURAM,Gajuwaka,2.6,19.0,386.0,0.0,34.0,
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 23547,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:00,05h 45m,09:45,AMALAPURAM,Gajuwaka,3.5,5.0,386.0,0.0,34.0,
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 2530,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:30,05h 45m,10:15,AMALAPURAM,Gajuwaka,4.0,,386.0,0.0,34.0,
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 3328,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:00,05h 30m,10:30,AMALAPURAM,Gajuwaka,3.8,9.0,386.0,0.0,34.0,
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 3330,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:30,05h 30m,11:00,AMALAPURAM,Gajuwaka,4.9,6.0,386.0,0.0,31.0,
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Morning Star Travels,A/C Sleeper (2+1),23:55,05h 05m,05:00,CLOCK TOWER,Lankala Palem,2.6,9.0,790.0,0.0,30.0,10.0
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Navayuga Travels,A/C Sleeper (2+1),23:59,05h 01m,05:00,Bhatnavilli,Gurudwar,3.5,,690.0,0.0,22.0,8.0
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Sai RK Travels,Non A/C Seater / Sleeper (2+1),00:45,04h 45m,05:30,Amalapuram,Gurudwar,3.5,,566.0,0.0,32.0,7.0
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Sai Sree Travels,A/C Sleeper (2+1),23:30,04h 15m,03:45,Padmavathipuram,Rama Talkies,2.8,,799.0,0.0,25.0,8.0
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Sai Sree Travels,A/C Sleeper (2+1),23:30,04h 15m,03:45,Padmavathipuram,Rama Talkies,2.8,,890.0,0.0,30.0,10.0
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 24267,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:00,05h 30m,11:30,AMALAPURAM,Gajuwaka,3.1,7.0,386.0,0.0,34.0,
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 2578,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:45,05h 45m,12:30,AMALAPURAM,Gajuwaka,4.0,,386.0,0.0,34.0,
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 2580,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:00,05h 30m,12:30,AMALAPURAM,Gajuwaka,4.8,5.0,386.0,0.0,34.0,17.0
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 8310,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",07:30,05h 15m,12:45,AMALAPURAM,Gajuwaka,4.0,,391.0,0.0,36.0,15.0
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 3097,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:00,06h 07m,14:07,AMALAPURAM,Gajuwaka,4.0,,355.0,0.0,31.0,
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 24283,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:15,05h 25m,13:40,AMALAPURAM,Gajuwaka,4.0,,386.0,0.0,37.0,18.0
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 2531,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",08:45,05h 45m,14:30,AMALAPURAM,Gajuwaka,4.0,,386.0,0.0,34.0,
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 23531,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:15,05h 45m,15:00,AMALAPURAM,Gajuwaka,4.6,6.0,386.0,0.0,34.0,
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 3322,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:45,05h 30m,15:15,AMALAPURAM,Gajuwaka,4.0,,386.0,0.0,34.0,
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 2835,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:00,05h 50m,15:50,AMALAPURAM,Gajuwaka,4.3,4.0,386.0,0.0,34.0,
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 2539,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:30,05h 45m,16:15,AMALAPURAM,Gajuwaka,4.1,6.0,386.0,0.0,34.0,
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 24277,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:00,05h 30m,16:30,AMALAPURAM,Gajuwaka,4.0,,386.0,0.0,34.0,
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 2540,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:30,05h 45m,17:15,AMALAPURAM,Gajuwaka,4.0,,386.0,0.0,34.0,
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 24265,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:00,05h 30m,17:30,AMALAPURAM,Gajuwaka,3.1,4.0,386.0,0.0,34.0,
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 23567,INDRA(A.C. Seater),12:15,05h 15m,17:30,AMALAPURAM,Gajuwaka,3.6,44.0,467.0,0.0,36.0,1.0
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 3416,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:30,05h 30m,18:00,AMALAPURAM,Gajuwaka,4.0,,386.0,0.0,34.0,
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 23549,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00,05h 45m,18:45,AMALAPURAM,Gajuwaka,4.0,,386.0,0.0,34.0,
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 2532,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:30,05h 45m,19:15,AMALAPURAM,Gajuwaka,3.4,4.0,386.0,0.0,34.0,
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 24279,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:45,05h 45m,19:30,AMALAPURAM,Gajuwaka,4.0,,386.0,0.0,34.0,
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 3474,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,05h 30m,19:30,AMALAPURAM,Gajuwaka,3.4,5.0,386.0,0.0,34.0,
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 2524,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,05h 45m,20:15,AMALAPURAM,Gajuwaka,4.5,4.0,386.0,0.0,34.0,
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 3406,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,05h 30m,20:30,AMALAPURAM,Gajuwaka,4.3,11.0,386.0,0.0,34.0,
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 2534,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,05h 45m,21:15,AMALAPURAM,Gajuwaka,4.7,10.0,386.0,0.0,34.0,
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 23527,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:00,05h 45m,21:45,AMALAPURAM,Gajuwaka,4.6,8.0,386.0,0.0,34.0,
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 3332,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,05h 30m,22:00,AMALAPURAM,Gajuwaka,2.2,6.0,386.0,0.0,34.0,
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 24275,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:00,05h 50m,22:50,AMALAPURAM,Gajuwaka,4.4,7.0,386.0,0.0,34.0,
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 3324,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,05h 30m,23:00,AMALAPURAM,Gajuwaka,1.7,5.0,386.0,0.0,31.0,
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 2217,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,06h 00m,00:30,AMALAPURAM,Maddilapalem Highway,4.0,6.0,386.0,0.0,34.0,
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 3104,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,06h 22m,01:22,AMALAPURAM,Gajuwaka,4.0,4.0,355.0,0.0,29.0,
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 24281,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,06h 15m,02:15,AMALAPURAM,RTC Complex,4.0,,386.0,0.0,33.0,
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 3326,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,05h 30m,02:00,AMALAPURAM,Gajuwaka,4.0,16.0,386.0,0.0,34.0,
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 2405,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:15,05h 45m,03:00,AMALAPURAM,Gajuwaka,4.1,10.0,386.0,0.0,34.0,
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 23539,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,05h 45m,03:30,AMALAPURAM,Gajuwaka,2.9,13.0,386.0,0.0,34.0,
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 3472,INDRA(A.C. Seater),22:00,05h 00m,03:00,AMALAPURAM,Gajuwaka,4.5,37.0,467.0,0.0,38.0,1.0
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 2837,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:15,05h 15m,03:30,AMALAPURAM,Gajuwaka,3.6,4.0,386.0,0.0,34.0,
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 2538,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,05h 45m,04:15,AMALAPURAM,Gajuwaka,3.6,29.0,386.0,0.0,34.0,
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 23551,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,05h 45m,04:45,AMALAPURAM,Gajuwaka,3.8,46.0,386.0,0.0,34.0,
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 2536,INDRA(A.C. Seater),23:15,05h 15m,04:30,AMALAPURAM,Gajuwaka,4.4,83.0,467.0,0.0,36.0,18.0
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 2526,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,05h 45m,05:15,AMALAPURAM,Gajuwaka,4.6,47.0,386.0,0.0,34.0,
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 23537,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:45,05h 45m,05:30,AMALAPURAM,Gajuwaka,4.1,55.0,386.0,0.0,32.0,
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,APSRTC - 24263,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:50,05h 10m,05:00,AMALAPURAM,Gajuwaka,3.4,8.0,386.0,0.0,30.0,15.0
17-Sep-2024,Amalapuram to Visakhapatnam,https://www.redbus.in/bus-tickets/amalapuram-to-visakhapatnam,Gaganasri Travels,A/C Sleeper (2+1),22:40,05h 05m,03:45,Y Junction,murali nagar,,,5000.0,0.0,30.0,
19-Sep-2024,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Chandigarh Transport Undertaking (CTU) - 165782,HVAC Seater (2+3),06:25,05h 45m,12:10,AMRITSAR Bus Teminal,Sec. 43,4.5,13.0,433.4,0.0,47.0,16.0
19-Sep-2024,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Chandigarh Transport Undertaking (CTU) - 165759,HVAC Seater (2+3),12:05,05h 50m,17:55,AMRITSAR Bus Teminal,Sec. 43,3.8,37.0,433.4,0.0,47.0,16.0
19-Sep-2024,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Chandigarh Transport Undertaking (CTU) - 165761,HVAC Seater (2+3),14:00,06h 01m,20:01,AMRITSAR Bus Teminal,Sec. 43,4.4,18.0,433.4,0.0,47.0,16.0
19-Sep-2024,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Chandigarh Transport Undertaking (CTU) - 165763,HVAC Seater (2+3),17:00,05h 50m,22:50,AMRITSAR Bus Teminal,Sec. 43,4.1,32.0,433.4,0.0,47.0,16.0
19-Sep-2024,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,NueGo,Electric A/C Seater (2+2),05:00,03h 45m,08:45,Amritsar Railway Station,Opp ISBT Sec-43,4.1,130.0,446.0,424.0,43.0,19.0
19-Sep-2024,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,MAHARAJA TOUR & TRAVELS,Volvo AC Seater Pushback 2+2,05:45,03h 10m,08:55,Hall Gate,Sec 43,4.6,339.0,720.0,495.0,32.0,13.0
19-Sep-2024,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Orbit Aviation Pvt. Ltd.,Bharat Benz A/C Seater (2+2),05:45,03h 55m,09:40,Hall Gate,Sec 43,4.1,165.0,452.0,0.0,45.0,20.0
19-Sep-2024,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,AdMAHARAJA TOUR & TRAVELS,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),14:50,04h 25m,19:15,Hall Gate,Sec 43,4.0,335.0,610.0,549.0,44.0,20.0
19-Sep-2024,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Guardian Tour and Travels,Volvo A/C Semi Sleeper (2+2 ),05:50,03h 15m,09:05,Hall Gate Near Bhandari Bridge,Sec 43,4.4,270.0,720.0,495.0,45.0,20.0
19-Sep-2024,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Orbit Aviation Pvt. Ltd.,Mercedes Multi-Axle Semi Sleeper (2+2),06:50,03h 45m,10:35,"Counter no-07,bus stand,amritsar",Sector 43 isbt bus stand chan...,3.5,105.0,719.0,569.0,44.0,22.0
19-Sep-2024,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,Orbit Aviation Pvt. Ltd.,Mercedes Multi-Axle Semi Sleeper (2+2),08:30,04h 10m,12:40,"Counter no-07,bus stand,amritsar",Sector 43 isbt bus stand chan...,3.9,124.0,550.0,0.0,43.0,20.0
19-Sep-2024,Amritsar to Chandigarh,https://www.redbus.in/bus-tickets/amritsar-to-chandigarh,AdGuardian Travels,Volvo A/C Semi Sleeper (2+2),15:00,03h 30m,18:30,Outside Hall Gate Near Bhanda...,Sec 43,4.2,316.0,720.0,495.0,45.0,20.0
