route_date,route_name,route_link,bus_name,bus_type,departing_time,duration,reaching_time,departure_place,destination_place,star_rating,number_of_customer_reviews,price,deal_price,seats_available,window_seats
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 168673,Express Non AC Seater 2+3,13:25,04h 05m,17:30,BEAWAR,JAIPUR RSRTC BUS STAND,3.6,,211.0,0.0,42.0,15.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 156276,Express Non AC Seater 2+3,14:20,05h 00m,19:20,BEAWAR,JAIPUR RSRTC BUS STAND,3.6,,211.0,0.0,42.0,15.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 182944,Express Non AC Seater 2+3,14:40,04h 20m,19:00,BEAWAR,JAIPUR RSRTC BUS STAND,3.6,,211.0,0.0,42.0,15.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 187798,Super Luxury Volvo AC Seater Pushback 2+2,14:55,03h 20m,18:15,BEAWAR,JAIPUR RSRTC BUS STAND,4.0,46.0,424.0,0.0,37.0,18.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 190588,Express Non AC Seater 2+3,15:25,04h 15m,19:40,BEAWAR,JAIPUR RSRTC BUS STAND,3.6,,211.0,0.0,42.0,15.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 193213,Express Non AC Seater 2+3,15:25,03h 05m,18:30,BEAWAR,JAIPUR RSRTC BUS STAND,3.6,,211.0,0.0,42.0,15.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 193811,Deluxe AC Seater 2+2,15:35,04h 25m,20:00,BEAWAR RSRTC BUS STAND,JAIPUR RSRTC BUS STAND,3.6,,371.0,0.0,37.0,
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 180708,Express Non AC Seater 2+3,15:45,04h 45m,20:30,BEAWAR,JAIPUR RSRTC BUS STAND,3.6,,211.0,0.0,42.0,15.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 157455,Super Luxury Volvo AC Seater Pushback 2+2,16:00,03h 15m,19:15,BEAWAR,JAIPUR RSRTC BUS STAND,3.0,47.0,424.0,0.0,37.0,18.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 193666,Express Non AC Seater 2+3,16:25,04h 25m,20:50,BEAWAR,JAIPUR RSRTC BUS STAND,3.6,,211.0,0.0,42.0,15.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 157466,Express Non AC Seater 2+3,16:40,05h 05m,21:45,BEAWAR,JAIPUR RSRTC BUS STAND,3.6,,211.0,0.0,42.0,15.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 193879,Express Non AC Seater 2+3,17:00,04h 30m,21:30,BEAWAR,JAIPUR RSRTC BUS STAND,3.6,,211.0,0.0,42.0,15.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 169915,Express Non AC Seater 2+3,17:30,04h 00m,21:30,BEAWAR,JAIPUR RSRTC BUS STAND,3.6,,211.0,0.0,42.0,15.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 190595,Express Non AC Seater 2+3,17:35,04h 25m,22:00,BEAWAR,JAIPUR RSRTC BUS STAND,3.6,,211.0,0.0,42.0,15.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 146140,Super Luxury Volvo AC Seater Pushback 2+2,17:45,03h 15m,21:00,BEAWAR,JAIPUR RSRTC BUS STAND,4.3,33.0,424.0,0.0,37.0,18.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 188046,Express Non AC Seater 2+3,17:45,03h 45m,21:30,BEAWAR,JAIPUR RSRTC BUS STAND,3.6,,211.0,0.0,42.0,15.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 167049,Express Non AC Seater 2+3,17:55,03h 55m,21:50,BEAWAR,JAIPUR RSRTC BUS STAND,3.6,,211.0,0.0,42.0,15.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 180722,Express Non AC Seater 2+3,18:05,05h 10m,23:15,BEAWAR,JAIPUR RSRTC BUS STAND,3.6,,211.0,0.0,42.0,15.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 169078,NON AC Seater / Sleeper 2+1,18:15,04h 30m,22:45,BEAWAR,JAIPUR RSRTC BUS STAND,3.6,,282.0,0.0,37.0,13.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Jakhar Travels And Cargo,Non A/C Seater / Sleeper (2+1),01:55,04h 35m,06:30,BEAWAR BY PASS,Sindhi Camp,3.5,,450.0,0.0,36.0,5.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Shre Ganesh Travels,A/C Seater / Sleeper (2+1),02:00,04h 00m,06:00,Shree Mahavirr Nakoda Travels...,Station Road,3.2,,400.0,0.0,40.0,6.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,PAL BUS(Patel Travels®),NON AC Seater / Sleeper 2+1,02:05,03h 25m,05:30,Pal Bus(Patel Travels),City Station Road,3.6,,450.0,416.0,32.0,21.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Metro Travels,A/C Sleeper (2+1),02:35,03h 25m,06:00,beawar bypass,Motilala Atal Road Opp.Tiwari...,3.2,,600.0,0.0,36.0,
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Pooja Yaduvanshi Travels,A/C Seater / Sleeper (2+1),02:35,03h 25m,06:00,beawar bypass,200 Ft Bypass,4.4,,630.0,599.0,33.0,10.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Raj travels,A/C Sleeper (2+1),02:45,03h 45m,06:30,Beawer (Bypass),Sindhi Camp,4.4,,499.0,0.0,29.0,10.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Shree Ganesh Travels,A/C Seater / Sleeper (2+1),03:30,03h 00m,06:30,SHREE MAHAVEER NAKODA TRAVELS...,Station Road,3.2,,400.0,0.0,38.0,5.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Shree Ganesh Travels,A/C Seater / Sleeper (2+1),04:00,03h 00m,07:00,SHREE MAHAVEER NAKODA TRAVELS...,Station Road,3.2,,400.0,0.0,40.0,12.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,CHANDRA RAJ TRAVELS,NON AC Seater / Sleeper 2+1,11:25,03h 20m,14:45,Nakoda travels beawar,Ajmeri pulia,3.3,,300.0,0.0,38.0,24.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,V k jain travels,NON A/C Seater/ Sleeper (2+1),12:35,04h 26m,17:01,Beawar,Sainath Travels,3.1,,350.0,0.0,36.0,5.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Jain travels regd,NON AC Seater / Sleeper 2+1,14:40,03h 50m,18:30,Beawer bypass,Sindhi Camp,3.5,4.0,300.0,0.0,36.0,5.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Jain travels regd,A/C Seater / Sleeper (2+1),17:20,03h 25m,20:45,Beawer bypass,Ajmeri pulia,3.5,,300.0,0.0,40.0,12.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Jain travels regd,NON AC Seater / Sleeper 2+1,19:30,03h 30m,23:00,Beawer bypass,Sindhi Camp,3.5,,350.0,0.0,42.0,14.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,CHANDRA RAJ TRAVELS,A/C Seater / Sleeper (2+1),21:00,03h 00m,00:00,Nakoda travels,Sindhi Camp,3.3,,500.0,0.0,36.0,
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Devraj Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:20,02h 39m,23:59,Byy pass beawer,Sindhi Camp,3.5,,500.0,0.0,38.0,10.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Jain travels regd,NON AC Seater/ Sleeper (2+1),21:45,03h 30m,01:15,"Jain safar travels, beawer",Sindhi Camp,3.5,,300.0,0.0,42.0,12.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Dashmesh Travels,A/C Seater / Sleeper (2+1),21:45,03h 30m,01:15,NR BUS STAND,Gopal Wadi,3.4,,600.0,555.0,40.0,10.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Pandit Travels,NON AC Seater / Sleeper 2+1,21:45,03h 30m,01:15,Pandit travel-mamta transport,City Palace,3.9,,500.0,0.0,36.0,10.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Jain travels regd,NON AC Seater / Sleeper 2+1,22:55,02h 50m,01:45,"Jain safar travels, beawer",Sindhi Camp,3.5,,350.0,0.0,42.0,6.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Dashmesh Travels,A/C Seater / Sleeper (2+1),23:30,03h 30m,03:00,Station Road Chang Gate,Gopal Wadi,3.4,,600.0,555.0,40.0,10.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Sagwan Travels,A/C Seater / Sleeper (2+1),23:30,03h 13m,02:43,"Chirag bus travels,near bus s...",Sindhi Camp,3.5,,500.0,0.0,35.0,5.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Gajraj bus service,Bharat Benz A/C Seater /Sleeper (2+1),23:40,03h 55m,03:35,Nakoda travels station road b...,City Station Road,3.9,,599.0,0.0,38.0,5.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Jay Bajrang Travels,A/C Seater/Sleeper (2+1),00:20,03h 40m,04:00,Bypass,Sindhi Camp,2.3,,600.0,0.0,38.0,6.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RR Travels,A/C Seater / Sleeper (2+1),00:30,03h 25m,03:55,MAHVEER NAKODA TRAVELS TRAVEL...,200 Ft Bypass,2.1,,350.0,333.0,41.0,12.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Gorsiya Travels,A/C Seater / Sleeper (2+1),02:45,03h 15m,06:00,Shree mahavir nakoda travel a...,City Station Road,2.7,,600.0,0.0,38.0,10.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Ashok Travels Ajmer,Non A/C Seater / Sleeper (2+1),20:30,03h 29m,23:59,Beawer,Sindhi Camp,1.4,,400.0,325.0,42.0,6.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Ganesh Travels,A/C Seater / Sleeper (2+1),03:30,03h 00m,06:30,By Pass Midway Hotel,AMAR TRAVLES 200 FT BYPASS JA...,2.8,,600.0,0.0,42.0,12.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Choudhary travels and cargo,A/C Seater / Sleeper (2+1),18:30,03h 30m,22:00,Nakoda Travels Bewar(Pickup V...,Sindhi Camp,1.9,,600.0,0.0,28.0,7.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,AMIT TRAVELS REGD.,NON A/C Sleeper (2+1),20:15,04h 25m,00:40,Bypass,Sindhi Camp,1.7,,500.0,0.0,36.0,12.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 194149,Deluxe AC Seater 2+2,18:25,05h 15m,23:40,BEAWAR RSRTC BUS STAND,JAIPUR RSRTC BUS STAND,3.6,,371.0,0.0,37.0,
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 194178,Super Luxury Volvo AC Seater Pushback 2+2,19:30,03h 30m,23:00,BEAWAR RSRTC BUS STAND,JAIPUR RSRTC BUS STAND,3.6,,424.0,0.0,37.0,18.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 188804,Express Non AC Seater 2+3,20:00,03h 45m,23:45,BEAWAR,JAIPUR RSRTC BUS STAND,3.6,,211.0,0.0,42.0,15.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 160785,Super Luxury Volvo AC Seater Pushback 2+2,20:30,03h 15m,23:45,BEAWAR,JAIPUR RSRTC BUS STAND,3.2,11.0,424.0,0.0,37.0,18.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 190584,Express Non AC Seater 2+3,20:50,04h 20m,01:10,BEAWAR,JAIPUR RSRTC BUS STAND,3.6,,211.0,0.0,42.0,15.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 190951,Express Non AC Seater 2+3,21:20,04h 10m,01:30,BEAWAR,JAIPUR RSRTC BUS STAND,3.6,,211.0,0.0,42.0,15.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 187140,NON AC Seater / Sleeper 2+1,22:30,04h 30m,03:00,BEAWAR,JAIPUR RSRTC BUS STAND,3.6,,282.0,0.0,37.0,13.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 163969,Express Non AC Seater 2+3,22:30,03h 45m,02:15,BEAWAR,JAIPUR RSRTC BUS STAND,3.6,,211.0,0.0,42.0,15.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RSRTC - 176394,Super Luxury Volvo AC Seater Pushback 2+2,22:45,03h 30m,02:15,BEAWAR,JAIPUR RSRTC BUS STAND,3.5,8.0,424.0,0.0,37.0,18.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,RR Travels,A/C Seater / Sleeper (2+1),21:20,03h 35m,00:55,MAHVEER NAKODA TRAVELS TRAVEL...,Transport Nagar Bus Stop,2.1,,350.0,333.0,41.0,12.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Om Travels,NON AC Seater / Sleeper 2+1,22:10,03h 35m,01:45,Shri mahaveer nakoda travels,Sindhi Camp,2.9,,300.0,0.0,33.0,11.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,FlixBus,A/C Sleeper (2+1),23:00,03h 35m,02:35,Beawar,Jaipur (Park Street),1.9,,399.0,0.0,36.0,12.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Ashok Travels and Cargo,A/C Seater/Sleeper (2+1),23:30,03h 15m,02:45,Mahaveer Nakoda Travels Near ...,Sindhi Camp,1.8,,550.0,0.0,41.0,12.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Ajay Raj Travel Agency,A/C Seater / Sleeper (2+1),23:45,03h 30m,03:15,200 Ft Bypass,Chomu Pulia,2.3,,450.0,400.0,42.0,27.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Mahaveer Travel Company,A/C Seater / Sleeper (2+1),23:45,03h 45m,03:30,By pass beawer,Polo Victory,2.9,,571.43,0.0,36.0,10.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Gajraj bus service,Bharat Benz A/C Seater /Sleeper (2+1),00:05,03h 50m,03:55,Nakoda travels station road b...,Sindhi Camp,3.9,,699.0,0.0,38.0,10.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,M R Travels,A/C Volvo B11R Multi-Axle Sleeper (2+1),00:30,03h 00m,03:30,Balaji Travels Chaand Gate,200 Ft Bypass,3.7,,1700.0,0.0,42.0,14.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,New marudhar and rajswer travelsp,A/C Seater / Sleeper (2+1),00:50,04h 47m,05:37,Beawer,City Station Road,5.0,,952.38,0.0,43.0,6.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Western Bus,VE A/C Sleeper (2+1),01:00,02h 30m,03:30,Beawar,200 Ft Bypass,3.2,,800.0,0.0,36.0,12.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Dashmesh Travels,Benz A/C Sleeper (2+1),02:00,03h 30m,05:30,Station Road Chang Gate,Bhankrota Bus Stand,3.4,,952.38,881.0,32.0,10.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Pooja Yaduvanshi Travels,A/C Seater / Sleeper (2+1),02:30,04h 00m,06:30,beawar bypass,"Polovictory,Opp. Metro Piller...",4.4,,800.0,760.0,36.0,12.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Mahadev Travels,Bharat Benz A/C Sleeper (2+1),02:40,02h 50m,05:30,Bypass Beawer udaipur chungi ...,Gaurav Patel Travels Under Po...,4.5,,1400.0,0.0,40.0,12.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Devraj Travels,Bharat Benz A/C Seater /Sleeper (2+1),02:50,02h 14m,05:04,BUS STAND,Devraj travels piller no.184 ...,3.5,,699.0,0.0,38.0,10.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,METRO RAJLAXMI TRAVELS,A/C Sleeper (2+1),02:56,03h 45m,06:41,Bus stand- beawar,City Station Road,3.8,,800.0,0.0,37.0,12.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Chartered Bus,A/C Sleeper (2+1),03:15,03h 30m,06:45,Balaji Travels Chang Gate Beawar,Hotel Archana,3.4,,899.66,0.0,27.0,9.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Shre Ganesh Travels,Bharat Benz A/C Seater /Sleeper (2+1),03:45,03h 05m,06:50,shri mahavir nakoda travels o...,GANESH TRAVELS POLOVICTORY JA...,3.2,,1000.0,0.0,38.0,10.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Mahaveer Travels (M.T.A),A/C Sleeper (2+1),03:55,03h 05m,07:00,Beawar Bypass Udaipur Chungi ...,Ajmeri Puliya,4.0,,1010.0,934.0,36.0,12.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,SHEKHAR TRAVELS,A/C Seater / Sleeper (2+1),04:00,02h 00m,06:00,Balaji travels chand gate,Jain Mahaveer Travels Metro P...,3.1,,1050.0,0.0,36.0,5.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Mahaveer Travels (M.T.A),A/C Sleeper (2+1),04:10,03h 15m,07:25,Beawar Bypass Udaipur Chungi ...,200 ft By Pass Ajmer Road Jaipur,4.0,,1010.0,934.0,36.0,12.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,R.S.Sodha Travels,A/C Seater / Sleeper (2+1),04:15,02h 45m,07:00,bus stand,200 Ft Bypass,3.4,,660.0,0.0,37.0,12.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Mahaveer Travels (M.T.A),A/C Sleeper (2+1),06:10,03h 50m,10:00,Beawar Bypass Udaipur Chungi ...,Ajmeri Puliya,4.0,,1110.0,1027.0,35.0,11.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,M R Travels,A/C Seater / Sleeper (2+1),06:30,03h 50m,10:20,Balaji Travels,200 Ft Bypass,3.7,,800.0,0.0,41.0,11.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,PAL BUS(Patel Travels®),Bharat Benz A/C Sleeper (2+1),06:35,03h 40m,10:15,Pal Bus(Patel Travels),City Station Road,3.6,,899.0,832.0,36.0,12.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Shrinath® Travel Agency Pvt. Ltd.,A/C Sleeper (2+1),07:37,03h 42m,11:19,Beawer : by pass,Near railway station,3.4,,710.0,675.0,36.0,12.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,M R Travels,A/C Sleeper (2+1),08:15,03h 30m,11:45,Balaji Travels BY Pass,Station Road,3.7,,1200.0,0.0,37.0,12.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Gajraj bus service,NON A/C Sleeper (2+1),15:50,04h 25m,20:15,Nakoda travels station road b...,City Station Road,3.9,,1299.0,0.0,36.0,24.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,SHRI GANESH TRAVELLS BARMER,A/C Seater / Sleeper (2+1),17:00,03h 30m,20:30,Shree Mahavirr Nakoda Travels...,200 Ft Bypass,3.7,,1200.0,0.0,37.0,11.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Shre Ganesh Travels,A/C Seater / Sleeper (2+1),17:30,03h 30m,21:00,Shree Mahavirr Nakoda Travels...,200 Ft Bypass,3.2,,1200.0,0.0,40.0,6.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Mahadev Travels(pipar),AC Sleeper (2+1),17:36,04h 30m,22:06,Mahadev Travels (Pipar),Sindhi Camp,4.1,,1904.76,1714.0,36.0,12.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Jain travels regd,NON AC Seater / Sleeper 2+1,17:36,03h 49m,21:25,Beawer bypass,Sindhi Camp,3.5,,1000.0,0.0,42.0,6.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Shri Charbhuja Travels (A Unit Of Bala Agri..),AC Sleeper (2+1),18:03,03h 30m,21:33,Shri charbhuja travels,Gopal Wadi,3.7,,1700.0,0.0,31.0,10.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Chanakya Travels Agency,A/C Seater / Sleeper (2+1),18:15,04h 15m,22:30,Beawar Baypass,Sindhi Camp,3.5,,1100.0,0.0,40.0,
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Western Bus,A/C Sleeper (2+1),18:16,03h 45m,22:01,Beawar,Railway Station Western Bus- ...,3.2,,800.0,0.0,30.0,10.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Shri Charbhuja Travels (A Unit Of Bala Agri..),NON AC Seater / Sleeper 2+1,18:21,03h 23m,21:44,Shri charbhuja travels,Gopal Wadi,3.7,,1000.0,0.0,35.0,10.0
20-Sep-2024,Beawar (Rajasthan) to Jaipur (Rajasthan),https://www.redbus.in/bus-tickets/beawer-to-jaipur,Western Bus,A/C Sleeper (2+1),19:00,04h 30m,23:30,Beawar,Railway Station Western Bus- ...,3.2,,800.0,0.0,30.0,10.0
